0,10195848
6,10210749
7,10242669
8,10251219
11,10257608
12,10266158
13,10289396
15,10289396
17,10306496
21,10306496
23,10338416
25,10338416
26,10338416
27,10346396
29,10380596
31,10388953
32,10388953
34,10406053
38,10406053
41,10424332
45,10429971
46,10429971
47,10461891
49,10478991
52,10487541
53,10523621
54,10532171
55,10532171
56,10568181
57,10568181
58,10572798
62,10645998
64,10661958
69,10670508
73,10692820
78,10708565
80,10736615
82,10773215
84,10789175
87,10821095
88,10838195
91,10838420
92,10846970
111,10852532
115,10861326
118,10869034
120,10883853
121,10883853
122,10883853
128,10883853
129,10883853
131,10883853
132,10883853
133,10884591
134,10901691
136,10901691
138,10909018
139,10909018
140,10960690
147,10976650
150,10984060
154,11001160
158,11004671
159,11024171
160,11100177
164,11116137
172,11133237
175,11133749
180,11168212
184,11184172
188,11192722
193,11222611
195,11239711
211,11249880
212,11266980
214,11275530
215,11284080
217,11284080
220,11317013
222,11353613
226,11378598
231,11391067
232,11391067
233,11396502
237,11396502
249,11425205
251,11434883
254,11435291
259,11445758
260,11475559
262,11512159
263,11512159
264,11512159
272,11512159
277,11512159
278,11520498
279,11520498
282,11593698
284,11593698
287,11605535
288,11605535
295,11606024
297,11606412
302,11679612
312,11688162
322,11761362
337,11762389
339,11762389
347,11774901
349,11774901
350,11774901
359,11774901
362,11774901
364,11790861
369,11790861
372,11790861
381,11808444
404,11840364
414,11847207
416,11854342
426,11860198
440,11885428
445,11890059
448,11890059
455,11890170
457,11890558
467,11896985
483,11908762
489,11909916
490,11918466
497,11920306
498,11920306
503,11920306
505,11922174
511,11922692
512,11922692
524,11922692
536,11922692
539,11922692
550,11922692
551,11922692
553,11922857
557,11928024
559,11928024
561,11928024
564,11928024
572,11928024
579,11928024
585,11928594
590,11928594
594,11928903
635,11932327
643,11932327
644,11932327
649,11932656
653,11941206
655,11948794
671,11952114
672,11952114
686,11952801
690,11957175
691,11957175
696,11957175
701,11957175
709,11957175
715,11957175
717,11961990
723,11962827
725,11962827
729,11965315
731,11965809
746,11973202
756,11990302
763,12000679
777,12000679
786,12005747
816,12007409
817,12008657
824,12008657
827,12008657
829,12016879
835,12021578
837,12030456
843,12030456
845,12038254
850,12038585
863,12054545
880,12056793
890,12065343
895,12068866
908,12068866
915,12073706
929,12074685
949,12077256
951,12085806
978,12090123
984,12090287
985,12097309
989,12098573
990,12098573
993,12102482
996,12102482
