0,10330536
1,10330536
3,10342106
7,10352193
8,10363892
11,10363892
13,10365861
15,10382961
16,10415907
17,10450107
18,10464316
23,10489513
27,10489513
30,10498633
31,10498633
33,10501814
34,10502954
35,10512120
36,10527657
37,10542239
39,10557059
49,10558259
51,10566809
53,10574546
54,10591885
55,10593708
57,10610808
65,10626768
68,10632207
73,10633689
80,10670289
84,10677215
97,10702664
100,10739264
101,10776065
108,10781235
111,10789215
113,10798126
114,10814086
137,10815231
138,10849431
140,10886031
147,10895065
148,10899513
153,10899513
161,10966057
168,10970587
171,10970587
172,10982842
174,10982842
177,10990184
179,10990184
180,10990184
187,10990184
191,10990184
193,10991046
194,11005181
195,11011221
201,11075871
202,11078546
204,11078546
205,11102486
206,11102486
208,11105384
211,11105384
216,11108441
217,11116991
234,11124401
240,11161001
246,11176961
273,11185122
277,11210772
281,11219322
297,11227872
301,11264472
306,11280432
308,11286278
321,11314328
327,11314328
333,11315106
340,11315106
341,11315106
347,11315106
348,11316074
349,11316074
359,11316074
360,11352674
366,11374882
380,11411482
387,11419462
401,11456062
403,11461463
408,11461666
409,11461666
410,11465721
418,11468230
422,11468230
424,11468230
429,11468230
430,11468230
440,11468230
445,11468230
449,11468230
468,11469849
474,11469849
476,11469849
483,11469849
486,11476289
488,11478823
494,11478823
503,11480089
507,11484022
513,11492747
515,11501297
528,11508199
532,11508199
533,11515734
555,11517140
563,11521780
568,11524443
575,11529242
608,11533588
610,11533588
611,11533588
620,11533588
622,11533588
626,11533997
628,11541802
629,11550352
631,11550922
639,11551492
665,11559472
670,11560042
673,11560109
715,11562054
728,11569958
731,11569958
733,11569958
735,11576461
772,11577451
774,11577451
780,11577451
794,11577451
814,11577451
815,11586570
833,11586795
835,11591055
841,11591055
844,11591055
848,11592506
852,11592506
853,11592506
855,11599363
857,11599363
864,11599363
869,11599363
884,11599762
890,11599762
900,11599762
905,11600993
917,11609476
925,11609476
926,11619462
929,11619462
930,11619462
941,11619462
945,11623661
949,11623661
950,11626781
960,11626781
974,11626781
980,11626781
981,11663381
989,11663381
995,11663381
996,11663381
998,11663381
999,11663879
